index,date,time,open,high,low,close,volume
65,2022.04,17,39330.8,39399.3,38832.2,38869.9,1309
66,2022.04,17,38869.9,38975.7,38770.9,38847.6,1306
67,2022.04,17,38847.6,38856.6,38592.2,38594.1,1400
68,2022.04,17,38598.6,38705.6,38498.3,38669.8,1249
69,2022.04,17,38671.6,38801.6,38619.1,38687.8,1249
70,2022.04,17,38687.8,38773.8,38551.3,38551.8,1157
71,2022.04,17,38551.8,38594.8,38405.3,38565.3,1497
72,2022.04,17,38565.8,38746.6,38523.8,38679.4,1364
73,2022.04,17,38680.1,38776.7,38628.7,38718.7,1360
74,2022.04,17,38724.7,38892.5,38674.4,38798.7,1124
75,2022.04,17,38801.7,38816,38631.6,38654.1,863
76,2022.04,17,38650.1,38727.1,38630.7,38654.7,753
77,2022.04,18,38656.2,38812.2,38656.2,38777.9,1128
78,2022.04,18,38779.9,38784.5,38683.1,38690.9,841
79,2022.04,18,38690.9,38762.8,38621.8,38668.4,1044
80,2022.04,18,38669.4,38783.8,38666,38747.6,897
81,2022.04,18,38747.1,38804.5,38653.2,38761.6,812
82,2022.04,18,38752.4,38839.4,38732.8,38779.9,998
83,2022.04,18,38779.9,39097.5,38779.9,38961.8,1061
84,2022.04,18,38961.8,39009.6,38900.2,38902,950
85,2022.04,18,38908.5,39120.1,38865,38936,1043
86,2022.04,18,38936,39048.7,38911,38983.2,687
87,2022.04,18,38983.2,39079.6,38892.7,38910.2,795
88,2022.04,18,38910.2,39001.4,38882.7,39001.4,806
89,2022.04,19,39001.4,39070.9,38899.9,39014.3,715
90,2022.04,19,39014.3,39172.6,39012.5,39133,786
91,2022.04,19,39133,39153.2,39104.7,39117.2,580
92,2022.04,19,39121.6,39192.6,39055.9,39096.5,701
93,2022.04,19,39102.5,39295.4,39080.6,39250.6,813
94,2022.04,19,39251.9,39301.3,39225.4,39272.3,672
95,2022.04,19,39272.3,39301.8,39212.8,39266.5,634
96,2022.04,19,39264.5,39274.5,39193.1,39241.6,763
97,2022.04,19,39241.6,39286.9,39194.9,39268.7,997
98,2022.04,19,39266.7,39280.4,39167.2,39195.6,653
99,2022.04,19,39197.1,39211.6,39105.4,39151,696
100,2022.04,19,39156.4,39192,39132.8,39185.5,574
101,2022.04,20,39187.5,39202.9,38976.4,39201.9,1610
102,2022.04,20,39203.9,39250.1,39095.6,39157.6,951
103,2022.04,20,39160.1,39170.6,38996.6,39038.1,840
104,2022.04,20,39038.1,39044.7,38950.7,38968.8,779
105,2022.04,20,38968.8,39036.6,38965.4,38996.6,739
106,2022.04,20,39003.1,39101.2,38946.5,39068.2,1069
107,2022.04,20,39071.2,39143.4,39047.1,39104.3,839
108,2022.04,20,39104.3,39142.8,39038.9,39081.8,645
109,2022.04,20,39081.8,39104.9,39038.5,39077.2,537
110,2022.04,20,39071.6,39130.4,38998.8,39098.8,603
111,2022.04,20,39098.8,39140.8,39081.3,39114.3,351
112,2022.04,20,39114.3,39126.6,39080.3,39095.3,759
113,2022.04,21,39095.3,39157,39080.4,39088.9,752
114,2022.04,21,39088.4,39184.4,39088.4,39156.7,608
115,2022.04,21,39151.8,39167.6,39125.7,39145.1,289
116,2022.04,21,39145.2,39147.8,38981.3,39011.7,794
117,2022.04,21,39011.7,39032.4,38978.5,38978.5,653
118,2022.04,21,38970.9,38999.1,38949.6,38978.8,341
119,2022.04,21,38975.8,39020.4,38967.3,39001,286
120,2022.04,21,39001,39022.9,38856.6,38949.1,606
121,2022.04,21,38959.1,39045.9,38953.6,39017.8,958
122,2022.04,21,39019.4,39043.9,38909.8,38932.8,443
123,2022.04,21,38932.8,38949.4,38861.3,38885.9,405
124,2022.04,21,38878.9,38886.4,38732.2,38762.2,732
125,2022.04,22,38768.2,38788.8,38690.1,38741.4,926
126,2022.04,22,38743.7,38788.4,38679.5,38709.7,703
127,2022.04,22,38709.2,38753.3,38688.2,38738.2,408
128,2022.04,22,38736.3,38764.7,38665.9,38718.6,394
129,2022.04,22,38720.6,38737.6,38654.1,38701.1,879
130,2022.04,22,38700.6,38755.9,38687.8,38742.1,891
131,2022.04,22,38744.1,38760.1,38687.1,38706.1,419
132,2022.04,22,38706.1,38735.1,38655.7,38721.1,824
133,2022.04,22,38721.1,38855.3,38692.9,38800.7,501
134,2022.04,22,38809.2,38884.5,38776.1,38793.5,583
135,2022.04,22,38793.5,38857.6,38762.4,38823.9,751
136,2022.04,22,38831.9,38904.4,38822.7,38842.3,883
137,2022.04,23,38839.8,38878.4,38816.9,38843.8,665
138,2022.04,23,38843.8,39141.9,38836.8,39046.4,1276
139,2022.04,23,39045.1,39089.6,38996.7,39000.6,568
140,2022.04,23,39002.6,39187.7,39002.6,39150.3,797
141,2022.04,23,39150.3,39245.9,39088.4,39216.8,979
142,2022.04,23,39210.3,39256.2,39142.3,39148.8,717
143,2022.04,23,39150.8,39219.1,39145.3,39155.1,247
144,2022.04,23,39155.1,39181.9,39113.3,39160.9,686
145,2022.04,23,39161.9,39176.4,39104.1,39125.1,1002
146,2022.04,23,39124.6,39186.4,39098.9,39149.9,815
147,2022.04,23,39147.8,39153.1,39101.3,39109.9,279
148,2022.04,23,39109.1,39115.5,39055,39079.4,489
149,2022.04,0,39115,39144.8,39098,39132.9,249
150,2022.04,0,39132.9,39140.4,39132.9,39132.9,101
151,2022.04,0,39133.9,39135.9,39132.9,39133.3,125
152,2022.04,0,39133.3,39133.3,39081.4,39107.1,254
153,2022.04,0,39108.1,39159.1,39104.1,39115.5,250
154,2022.04,0,39115.5,39145.5,39087.5,39139.5,328
155,2022.04,0,39139.5,39213.5,39133.5,39206,512
156,2022.04,0,39205.5,39368,39201.4,39302.4,778
157,2022.04,0,39302.4,39302.4,39173.1,39174.9,452
158,2022.04,0,39174.9,39226.9,39174.9,39182.2,454
159,2022.04,0,39182.2,39214.2,39157.8,39203.2,297
160,2022.04,1,39205.7,39258.9,39146.2,39187.2,878
161,2022.04,1,39187.2,39249.7,39168.5,39247.7,466
162,2022.04,1,39247.7,39262.6,39207.7,39235.2,266
163,2022.04,1,39239.4,39239.4,39140.7,39149.1,429
164,2022.04,1,39149.6,39217.1,39149.1,39196.7,265
165,2022.04,1,39196.7,39218.8,39162.9,39207.8,404
166,2022.04,1,39207.8,39216.6,39135.2,39146.6,330
167,2022.04,1,39148.8,39158.8,38996.9,39082,401
168,2022.04,1,39082,39094,39033.5,39067.4,477
169,2022.04,1,39067.9,39096.1,39048.6,39051.4,345
170,2022.04,1,39051.1,39094.6,39043.7,39092.4,362
171,2022.04,1,39087.1,39091.6,39041.7,39065.9,345
172,2022.04,2,39066.2,39088.7,39041.7,39075.7,258
173,2022.04,2,39075.6,39119.6,39069.2,39093.5,254
174,2022.04,2,39093.5,39145.9,39093,39135.8,327
175,2022.04,2,39135.8,39189.4,39122.2,39163.5,217
176,2022.04,2,39163.6,39175.4,39145.2,39167.4,213
177,2022.04,2,39166.9,39183.6,39164.4,39166.2,158
178,2022.04,2,39172.9,39282.9,39127.9,39201.1,557
179,2022.04,2,39201.4,39259.7,39183.6,39239.2,467
180,2022.04,2,39234.2,39244.1,39188.7,39198.7,238
181,2022.04,2,39198.7,39220.4,39166.2,39205.6,379
182,2022.04,2,39207.6,39248.1,39207.5,39234.9,558
183,2022.04,2,39235.6,39250.9,39223.5,39233.4,334
184,2022.04,3,39234.4,39271.3,39165.4,39213.2,733
185,2022.04,3,39214.4,39219.1,39160.1,39191.1,438
186,2022.04,3,39191.1,39272.9,39187.3,39252.1,368
187,2022.04,3,39243.1,39267.6,39164.6,39216.1,327
188,2022.04,3,39216.6,39216.6,39152.7,39185.4,340
189,2022.04,3,39186.1,39264.1,39169.5,39258.6,323
190,2022.04,3,39257.1,39365.6,39231.6,39355.1,537
191,2022.04,3,39349.1,39361.6,39270.6,39332.3,400
192,2022.04,3,39332.3,39333.8,39292,39315.5,380
193,2022.04,3,39317.4,39407.4,39315.5,39389.4,488
194,2022.04,3,39389.4,39440.6,39296.1,39329.1,509
195,2022.04,3,39331.3,39396.1,39316.1,39379.4,292
196,2022.04,4,39379.4,39452.8,39372.4,39452.3,341
197,2022.04,4,39451.8,39680.6,39429.7,39637.1,871
198,2022.04,4,39637.1,39672.2,39484.1,39532.7,846
199,2022.04,4,39536.7,39563.7,39327.2,39421.2,902
200,2022.04,4,39421.2,39516.2,39383.7,39516.2,622
201,2022.04,4,39516.2,39520.2,39456.5,39482.9,424
202,2022.04,4,39482.9,39483.1,39406.9,39421.9,460
203,2022.04,4,39421.9,39429.9,39373.6,39396.3,390
204,2022.04,4,39396.3,39425.1,39368.5,39376.4,559
205,2022.04,4,39360.5,39378.6,39284.9,39304.3,696
206,2022.04,4,39304.3,39324.3,39175.3,39190.3,718
207,2022.04,4,39191.3,39258.8,39190.3,39222.3,496
208,2022.04,5,39221.9,39248.8,39148.5,39220,697
209,2022.04,5,39218,39266.2,39218,39248.7,372
210,2022.04,5,39248.7,39295.9,39227.3,39239.3,332
211,2022.04,5,39243.3,39325.4,39243.3,39324.4,419
212,2022.04,5,39325.4,39414.9,39295.7,39405.9,288
213,2022.04,5,39409.9,39426.9,39361.6,39394.4,265
214,2022.04,5,39393.9,39424.2,39382.8,39394.4,312
215,2022.04,5,39394.4,39417.5,39385.4,39410.6,196
216,2022.04,5,39410.6,39458.6,39386.1,39456.9,416
217,2022.04,5,39457.9,39467.6,39411.5,39439.9,263
218,2022.04,5,39441.9,39475.1,39427.9,39467.9,259
219,2022.04,5,39468.9,39469.1,39406.7,39432.6,238
220,2022.04,6,39434.6,39437.4,39356.4,39371.1,425
221,2022.04,6,39372.1,39521,39372.1,39440.5,472
222,2022.04,6,39440.5,39526,39440.5,39520.5,322
223,2022.04,6,39516,39520.4,39420,39452.2,437
224,2022.04,6,39452.2,39462.1,39364.7,39387.2,304
225,2022.04,6,39387.2,39459,39381.2,39454.2,270
226,2022.04,6,39454.2,39467.1,39405.5,39434.3,366
227,2022.04,6,39434.1,39437.8,39374.3,39392,242
228,2022.04,6,39392,39393.9,39366.8,39372.3,162
229,2022.04,6,39368.3,39410.4,39333.6,39387.2,432
230,2022.04,6,39389.2,39393.6,39320.2,39358.1,442
231,2022.04,6,39357.6,39372.6,39332.3,39334.3,196
232,2022.04,7,39339.8,39367.3,39321.4,39322.1,256
233,2022.04,7,39322.5,39343,39298,39321.6,337
234,2022.04,7,39323.5,39367.4,39320.9,39353.4,252
235,2022.04,7,39353.6,39369.1,39332.2,39352,369
236,2022.04,7,39347.5,39349.5,39287.9,39301.9,288
237,2022.04,7,39301.9,39308.1,39249.6,39305.9,361
238,2022.04,7,39306.1,39326.8,39303.7,39318.8,209
239,2022.04,7,39318.8,39332.9,39305.9,39324.4,97
240,2022.04,7,39324.4,39347.7,39319.4,39346.3,248
241,2022.04,7,39344.3,39358.4,39299.8,39352.9,216
242,2022.04,7,39353.4,39393.8,39351.5,39385.3,257
243,2022.04,7,39385.3,39399.1,39361.3,39388.6,246
244,2022.04,8,39385.6,39443,39352.9,39353.3,537
245,2022.04,8,39355.8,39364.8,39337.9,39338.4,230
246,2022.04,8,39339.1,39363.6,39322.6,39325.6,386
247,2022.04,8,39315.7,39365.3,39313.9,39358.1,326
248,2022.04,8,39357.9,39358.8,39327.4,39352.9,181
249,2022.04,8,39312.7,39326.4,39240.1,39257.6,427
250,2022.04,8,39271.6,39282.1,39247.1,39277.1,475
251,2022.04,8,39277.4,39292.1,39256.1,39279.1,367
252,2022.04,8,39280.1,39293.9,39222.1,39234.4,397
253,2022.04,8,39232.6,39326.4,39207.5,39302.7,511
254,2022.04,8,39301.7,39316.1,39292.7,39307.6,426
255,2022.04,8,39311.6,39343.5,39304.9,39312,368
256,2022.04,9,39314,39336,39294,39302.4,394
257,2022.04,9,39302.6,39310.6,39279.4,39292.9,362
258,2022.04,9,39291.4,39324.4,39276.4,39307.1,464
259,2022.04,9,39307.4,39385.5,39303.1,39374,377
260,2022.04,9,39376.6,39414.9,39374.5,39399.3,424
261,2022.04,9,39399.3,39418.8,39369.1,39384.1,562
262,2022.04,9,39382.2,39396.2,39373.9,39392.7,152
263,2022.04,9,39391.1,39396.7,39381.7,39392.2,123
264,2022.04,9,39391.6,39414.4,39374.4,39406.9,145
265,2022.04,9,39406.9,39433.2,39347.4,39391.4,321
266,2022.04,9,39395.1,39415.6,39378.4,39403.9,262
267,2022.04,9,39403.4,39419.1,39338.4,39417.8,422
268,2022.04,10,39419.9,39422.8,39372.4,39415.9,387
269,2022.04,10,39415.9,39416.9,39386.1,39393.4,246
270,2022.04,10,39393.4,39467.1,39382.7,39441.3,363
271,2022.04,10,39442.9,39487.6,39406.8,39466.2,338
272,2022.04,10,39466.2,39479.7,39452.7,39464.2,332
273,2022.04,10,39464.2,39562.2,39455.5,39512.9,292
274,2022.04,10,39512.9,39563.5,39453.6,39469.1,542
275,2022.04,10,39471.1,39532.2,39464.6,39497.1,394
276,2022.04,10,39497.1,39522.1,39485.1,39516.1,382
277,2022.04,10,39516.1,39661.7,39464.3,39466.3,738
278,2022.04,10,39455.8,39498.2,39406.2,39407.8,387
279,2022.04,10,39409.8,39431.8,39381.6,39383.4,458
280,2022.04,11,39383.6,39414.5,39353.2,39379.4,734
281,2022.04,11,39382.3,39449.3,39372.6,39431.4,776
282,2022.04,11,39430.9,39509.7,39383.1,39505.7,616
283,2022.04,11,39507.6,39523.6,39482.2,39492.8,384
284,2022.04,11,39492.8,39511.6,39482.7,39486.3,202
285,2022.04,11,39486.3,39602,39482.8,39584.5,549
286,2022.04,11,39584,39650,39557.5,39628,492
287,2022.04,11,39618,39659.9,39570.4,39576.4,581
288,2022.04,11,39570.9,39644,39570.4,39637.1,460
289,2022.04,11,39636.4,39706.1,39603.4,39636.9,836
290,2022.04,11,39636.9,39650.9,39616.4,39642.9,577
291,2022.04,11,39642.9,39775,39591.4,39633.2,902
292,2022.04,12,39633.4,39768.4,39633.4,39686.4,1011
293,2022.04,12,39685.9,39815.6,39682.9,39729.6,918
294,2022.04,12,39729.6,39781.1,39720.1,39732.4,585
295,2022.04,12,39732.5,39753.1,39731.1,39737.9,353
296,2022.04,12,39738,39808.9,39657.4,39723.9,406
297,2022.04,12,39722.9,39750.9,39688.9,39695.4,299
298,2022.04,12,39695.4,39735.7,39683.7,39707.9,277
299,2022.04,12,39707.9,39794.4,39707.9,39754.1,671
300,2022.04,12,39757.9,39880,39757.9,39797.8,736
301,2022.04,12,39795.8,39819,39776.9,39793.4,753
302,2022.04,12,39793.1,39793.4,39747.9,39765.4,442
303,2022.04,12,39768.4,39790.4,39758.4,39773.6,324
304,2022.04,13,39775.6,39829.4,39775.6,39800.9,488
305,2022.04,13,39800.9,39823.4,39764.4,39781.5,353
306,2022.04,13,39782.6,39793,39691.4,39707.3,418
307,2022.04,13,39707.1,39707.3,39599.8,39609.5,494
308,2022.04,13,39614.5,39681.2,39591.4,39661.2,433
309,2022.04,13,39660.8,39745.3,39659.7,39690.7,506
310,2022.04,13,39688.7,39721.9,39649.2,39693.6,521
311,2022.04,13,39694.2,39699.9,39641.7,39649.2,337
312,2022.04,13,39644.2,39662.3,39626.4,39646.1,414
313,2022.04,13,39643.8,39687.9,39631.8,39669,336
314,2022.04,13,39667,39702.6,39661.6,39692.1,290
315,2022.04,13,39692.9,39711.5,39681.9,39705.9,402
316,2022.04,14,39705.2,39749.4,39695.9,39744.9,552
317,2022.04,14,39744.9,39755.4,39705.4,39727.5,315
318,2022.04,14,39726.6,39751.5,39715.9,39727.6,425
319,2022.04,14,39726.4,39734.6,39654.2,39668.2,518
320,2022.04,14,39669.6,39673.2,39606.3,39607.8,717
321,2022.04,14,39614.3,39644.6,39606.8,39631.9,364
322,2022.04,14,39633.9,39680.4,39616.6,39630.5,426
323,2022.04,14,39624.5,39650.6,39617.5,39637.1,346
324,2022.04,14,39636.1,39664.4,39623.1,39648.6,394
325,2022.04,14,39647.1,39701.9,39641,39673.4,512
326,2022.04,14,39671.4,39692.9,39650.9,39673.4,482
327,2022.04,14,39669.4,39700.4,39648.9,39678.4,398
328,2022.04,15,39679.6,39723.6,39675.9,39693,424
329,2022.04,15,39693,39796.6,39692.6,39750.3,429
330,2022.04,15,39749.8,39749.8,39571.6,39585.5,692
331,2022.04,15,39579.5,39636,39519.5,39636,739
332,2022.04,15,39634,39751.2,39609,39734.5,705
333,2022.04,15,39738.5,39747.4,39680.4,39720.9,442
334,2022.04,15,39720.6,39851.6,39639.1,39794.4,1244
335,2022.04,15,39798.4,39814.4,39665.7,39704.7,624
336,2022.04,15,39704.7,39783.6,39700.2,39761.7,641
337,2022.04,15,39761.7,39762.4,39643.6,39653.5,963
338,2022.04,15,39659.1,39659.3,39511.6,39522.1,833
339,2022.04,15,39523.6,39576.4,39491.8,39532.9,751
340,2022.04,16,39532.9,39536.9,39407.7,39433.8,573
341,2022.04,16,39433.8,39499.2,39424.3,39465.9,737
342,2022.04,16,39464.4,39472.1,39310.4,39391.9,861
343,2022.04,16,39391.9,39443.3,39223.7,39269.2,861
344,2022.04,16,39269.2,39368.1,39203.6,39360.6,949
345,2022.04,16,39360.1,39483.1,39349.2,39425.8,1210
346,2022.04,16,39419.6,39520.2,39311.7,39376.7,1473
347,2022.04,16,39381.7,39439.9,39339.7,39348.3,1264
348,2022.04,16,39344.2,39433.6,39228.2,39233.8,1257
349,2022.04,16,39228.1,39324.3,39046,39096.6,1560
350,2022.04,16,39092.6,39149.6,39032.3,39111.2,1297
351,2022.04,16,39110.3,39162.6,39049.8,39081.3,1578
352,2022.04,17,39078.8,39078.8,38863.8,38894.3,1671
353,2022.04,17,38896.3,39129.1,38859.8,38995.3,1601
354,2022.04,17,38998.3,39062.8,38918.9,38990.6,1292
355,2022.04,17,38982.1,39124.4,38905.1,39117.7,1253
356,2022.04,17,39116.2,39247,39046.7,39127.1,1185
357,2022.04,17,39127.1,39128.5,38940.5,38961.9,889
358,2022.04,17,38940.5,38995.8,38898.9,38934.3,898
359,2022.04,17,38938.3,39018.4,38914.8,38961.6,929
360,2022.04,17,38951.6,39003.9,38932.1,38999.2,999
361,2022.04,17,38992.8,39142.9,38992.8,39089.9,992
362,2022.04,17,39088.4,39157.6,39057,39117.1,865
363,2022.04,17,39121.1,39388.2,39087.6,39271.4,1037
364,2022.04,18,39276.4,39520.1,39202.6,39520.1,1446
365,2022.04,18,39522,40262.7,39497.1,40115.4,2001
366,2022.04,18,40115.9,40216.5,40013.3,40072.6,1536
367,2022.04,18,40077.6,40125.1,39709.8,39727.1,1655
368,2022.04,18,39727.1,39747.6,39489.4,39671,1505
369,2022.04,18,39671,39862.4,39655.5,39690.9,1215
370,2022.04,18,39690.9,39759.3,39540.5,39624.5,1295
371,2022.04,18,39629,39668.9,39522.8,39525.3,1020
372,2022.04,18,39535.3,39587.9,39508.9,39513.3,1083
373,2022.04,18,39519.3,39519.3,39044.6,39226.2,1418
374,2022.04,18,39224.8,39538.5,39156.3,39419,1262
375,2022.04,18,39419,39519.8,39311.5,39433.8,1073
376,2022.04,19,39433.8,39521.8,39355.8,39457.3,850
377,2022.04,19,39457.3,39460.3,39297.6,39318.1,717
378,2022.04,19,39314.6,39519,39302.6,39514,653
379,2022.04,19,39498,39651.7,39421.5,39613.2,889
380,2022.04,19,39620.7,39679.4,39559.2,39656.9,447
381,2022.04,19,39656.9,39777,39650.6,39695.3,779
382,2022.04,19,39695.3,39722.2,39600.3,39676.6,949
383,2022.04,19,39676.6,39769.1,39676.6,39724.5,719
384,2022.04,19,39717.5,40104.6,39701.4,40090.1,908
385,2022.04,19,40083.1,40096.7,39761.3,39863.4,1213
386,2022.04,19,39863.4,39889.2,39779.6,39887.7,1079
387,2022.04,19,39886.7,39943.3,39828.7,39887.4,778
388,2022.04,20,39887.4,39955.8,39846.9,39915,867
389,2022.04,20,39908,39961.5,39879.5,39941.9,648
390,2022.04,20,39941.9,40016,39902.5,39960.1,975
391,2022.04,20,39964.1,39994.6,39842.3,39928.3,875
392,2022.04,20,39928.3,40048.6,39870.8,40015.4,729
393,2022.04,20,40019.4,40207.3,39970.4,40094.8,864
394,2022.04,20,40094.8,40138.8,39993.8,40073.8,1044
395,2022.04,20,40073.8,40151,40014.6,40132.9,907
396,2022.04,20,40132.9,40137.9,39975.2,40086.5,1123
397,2022.04,20,40088.5,40212.4,40057.5,40159.4,990
398,2022.04,20,40159.4,40247.6,40101.9,40162.6,1122
399,2022.04,20,40162.6,40283.6,40152.6,40262,930
400,2022.04,21,40272,40316.6,40190.1,40298.6,662
401,2022.04,21,40301.1,40381.9,40150.1,40183.6,928
402,2022.04,21,40183.4,40245.6,40149.6,40197.6,820
403,2022.04,21,40197.6,40215.1,40045,40132,888
404,2022.04,21,40125,40203.2,40094.2,40203.2,836
405,2022.04,21,40203.2,40283.5,40200.7,40266.1,729
406,2022.04,21,40262.8,40308.6,40182.6,40187.7,455
407,2022.04,21,40190.2,40257.9,40161.2,40212.6,652
408,2022.04,21,40214.9,40226.2,40162.2,40210.7,605
409,2022.04,21,40211.2,40217.1,40133.6,40172.6,342
410,2022.04,21,40172.6,40235.1,40132.3,40139.8,384
411,2022.04,21,40132.9,40168.6,40061.6,40073.1,402
412,2022.04,22,40072.6,40102,39961.6,39961.6,678
413,2022.04,22,39961.6,40159.7,39961.6,40153.2,475
414,2022.04,22,40153.2,40224.7,40137.6,40145.2,551
415,2022.04,22,40145.6,40183.6,40085.1,40111.1,484
416,2022.04,22,40111.1,40214.4,40103.2,40201.4,472
417,2022.04,22,40192.4,40209.9,40104,40120.5,435
418,2022.04,22,40125.5,40154.5,40012.9,40035.3,503
419,2022.04,22,40035.3,40100.4,39970.4,40029,493
420,2022.04,22,40027.1,40045.7,39995,40010.5,384
421,2022.04,22,40018,40069.8,39953,39990.9,389
422,2022.04,22,39980.9,39985.4,39912.7,39918.1,574
423,2022.04,22,39913.7,39975.1,39899.6,39975.1,483
424,2022.04,23,39956.1,39969.6,39717.9,39767.2,1088
425,2022.04,23,39767.2,39848.9,39710.7,39751.2,802
426,2022.04,23,39751.1,39835.8,39721.6,39723.2,852
427,2022.04,23,39723.2,39788.9,39717.4,39759,634
428,2022.04,23,39752.7,39876.1,39728,39860.7,715
429,2022.04,23,39873.6,40007.4,39830.1,39978.9,539
430,2022.04,23,39978.9,40212.3,39976.8,40094.9,1437
431,2022.04,23,40104.4,40133.9,39970.2,40025.9,799
432,2022.04,23,40025.9,40032.6,39987.6,40019.6,869
433,2022.04,23,40019.3,40019.4,39826.7,39862.1,952
434,2022.04,23,39857.1,39915.2,39840.3,39897.6,792
435,2022.04,23,39899.7,39963.2,39827.8,39827.8,442
436,2022.04,0,39881.3,39965.4,39881.3,39940,268
437,2022.04,0,39939,39976.6,39929.8,39976.6,481
438,2022.04,0,39974.1,39978.6,39915.2,39939.9,294
439,2022.04,0,39939.9,39980.7,39882.3,39886.3,301
440,2022.04,0,39886.8,39888.8,39804.6,39837.1,539
441,2022.04,0,39836.1,39862.1,39830.1,39848.6,729
442,2022.04,0,39848.3,39848.6,39789.3,39806.8,579
443,2022.04,0,39807.8,39807.8,39754.2,39788.7,393
444,2022.04,0,39791.7,39831.7,39738.7,39760.2,878
445,2022.04,0,39761.2,39834.9,39757.3,39827.8,1075
446,2022.04,0,39820.8,39853.2,39782.8,39825.2,804
447,2022.04,1,39825.7,39862.1,39724.9,39794.4,780
448,2022.04,1,39793.4,39823.9,39765.4,39802.4,456
449,2022.04,1,39802.4,39802.4,39712,39716.8,623
450,2022.04,1,39716.3,39764.6,39713.3,39749.1,1016
451,2022.04,1,39751.1,39778.9,39738.6,39750.3,179
452,2022.04,1,39755.4,39770.1,39577.5,39676.4,809
453,2022.04,1,39670,39720,39668.5,39687,270
454,2022.04,1,39678.5,39710.1,39669.9,39690.5,164
455,2022.04,1,39692.1,39692.2,39640.3,39684.5,242
